recording_filename,segment_onset,segment_offset,child_id,duration_eaf/an1,voc_dur_chi,non_can_voc_dur_CHI,cry_voc_dur_CHI,cp_dur,can_voc_CHI,non_can_voc_CHI,5s_CTC,can_voc_dur_CHI,wc_adu,wc_fem,avg_voc_dur_chi,voc_chi,voc_dur_och,voc_dur_fem,voc_dur_mal,wc_mal,overlap_dur
20180906_133202_022870.wav,7296000,7416000,3461,120000,13006.0,11573.0,0.0,0.0684964584674823,1,12,19,851.0,156,107,929.0,14,19192.0,42120.0,1542.0,5,3200
20210127_103244_024879_1.wav,36581000,36701000,5461,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20201210_142957_025480_2.wav,6837000,6957000,5901,120000,0.0,0.0,0.0,,0,0,0,0.0,2,2,,0,0.0,438.0,0.0,0,0
20210127_103244_024879_1.wav,18264000,18384000,5461,120000,691.0,691.0,0.0,0.0,0,3,5,0.0,78,78,230.33333333333334,3,0.0,27902.0,0.0,0,272
20230425_114841_045738_2.wav,6620000,6740000,6212,120000,15756.0,13564.0,0.0,0.0,0,21,29,0.0,100,28,630.24,25,4819.0,9692.0,18721.0,60,1484
20230425_114841_045738_2.wav,2072000,2192000,6212,120000,1155.0,1155.0,0.0,0.0,0,4,1,0.0,5,5,288.75,4,0.0,1933.0,0.0,0,0
20181218_132113_024879.wav,16289000,16409000,3131,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20210414_211244_024882_1.wav,5817000,5937000,5371,120000,7968.0,7968.0,0.0,0.0,0,9,8,0.0,79,60,885.3333333333334,9,5550.0,15257.0,1407.0,2,2553
20230228_124411_043305_2.wav,49860000,49980000,7141,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20211022_110857_045737_2.wav,49225000,49345000,6161,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20220805_082527_043300_2.wav,28611000,28731000,6981,120000,943.0,0.0,0.0,1.0,1,0,2,943.0,81,54,943.0,1,3764.0,24329.0,10529.0,20,1511
20220728_144904_024880_2.wav,9384000,9504000,7101,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20230110_120835_024882_2.wav,7296000,7416000,7231,120000,2469.0,2051.0,0.0,0.0,0,7,7,0.0,93,9,308.625,8,0.0,3330.0,32101.0,84,31
20180808_110630_024879.wav,36581000,36701000,3501,120000,2052.0,418.0,0.0,0.7962962962962963,4,1,6,1634.0,21,21,410.4,5,0.0,6077.0,0.0,0,0
20230301_083834_024880_2.wav,16567000,16687000,6921,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20200312_145204_022874.wav,8801000,8921000,3931,120000,26632.0,20791.0,0.0,0.2193226194052268,3,26,4,5841.0,9,0,918.3448275862069,29,0.0,0.0,2779.0,9,0
20190819_210318_025481_2.wav,7296000,7416000,3362,120000,33353.0,19605.0,0.0,0.41219680388570745,9,19,50,13748.0,127,127,1191.1785714285713,28,0.0,51423.0,0.0,0,5150
20180906_133202_022870.wav,2072000,2192000,3461,120000,15608.0,9619.0,0.0,0.38371348026652996,8,11,1,5989.0,2,2,821.4736842105264,19,0.0,2377.0,0.0,0,0
20180906_133202_022870.wav,39778000,39898000,3461,120000,227.0,227.0,0.0,0.0,0,1,0,0.0,0,0,227.0,1,0.0,0.0,0.0,0,0
20230425_114841_045738_2.wav,41905000,42025000,6212,120000,13542.0,11130.0,2412.0,0.0,0,19,6,0.0,44,0,644.8571428571429,21,0.0,0.0,11919.0,44,0
20220728_144904_024880_2.wav,6620000,6740000,7101,120000,8660.0,1933.0,0.0,0.7767898383371824,4,2,0,6727.0,21,0,1443.3333333333333,6,7722.0,0.0,0.0,0,42
20210414_211244_024882_1.wav,9384000,9504000,5371,120000,0.0,0.0,0.0,,0,0,0,0.0,122,0,,0,14183.0,0.0,13001.0,71,0
20211103_114626_022870_1.wav,18264000,18384000,6382,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20180808_111213_024881.wav,2072000,2192000,2761,120000,0.0,0.0,0.0,,0,0,0,0.0,25,11,,0,4044.0,4203.0,0.0,0,0
20220728_144904_024880_2.wav,1639000,1759000,7101,120000,6237.0,2294.0,0.0,0.6321949655282989,2,5,0,3943.0,23,1,891.0,7,10903.0,578.0,0.0,0,0
20200414_125938_024878_2.wav,16289000,16409000,4011,120000,599.0,599.0,0.0,0.0,0,2,2,0.0,77,68,299.5,2,5119.0,27568.0,0.0,0,0
20230425_114841_045738_2.wav,18264000,18384000,6212,120000,6118.0,6118.0,0.0,0.0,0,9,2,0.0,22,22,679.7777777777778,9,0.0,5717.0,0.0,0,0
20230308_093128_024882_2.wav,41905000,42025000,6761,120000,0.0,0.0,0.0,,0,0,0,0.0,87,87,,0,0.0,36827.0,0.0,0,0
20230425_114841_045738_2.wav,36581000,36701000,6212,120000,2886.0,2886.0,0.0,0.0,0,7,0,0.0,0,0,412.2857142857143,7,0.0,0.0,0.0,0,0
20180906_131431_024882.wav,49225000,49345000,3591,120000,1913.0,1270.0,0.0,0.3361212754835337,1,3,2,643.0,9,9,478.25,4,0.0,3410.0,0.0,0,257
20180906_131431_024882.wav,7296000,7416000,3591,120000,27999.0,16998.0,0.0,0.392906889531769,10,8,1,11001.0,4,4,1555.5,18,0.0,1366.0,0.0,0,0
20180808_111213_024881.wav,18264000,18384000,2761,120000,1071.0,0.0,0.0,1.0,1,0,0,1071.0,7,0,1071.0,1,1461.0,0.0,0.0,0,0
20220731_113759_045737_2.wav,36581000,36701000,7131,120000,0.0,0.0,0.0,,0,0,0,0.0,246,243,,0,0.0,56533.0,1176.0,3,0
20210318_114924_043305_2.wav,16289000,16409000,5181,120000,0.0,0.0,0.0,,0,0,0,0.0,3,3,,0,0.0,1249.0,0.0,0,0
20230321_124603_024879_1.wav,45308000,45428000,7291,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20200312_145204_022874.wav,8264000,8384000,3931,120000,23675.0,12381.0,0.0,0.47704329461457234,7,7,5,11294.0,29,0,1691.0714285714287,14,0.0,0.0,7789.0,29,0
20231025_115855_045737_2.wav,5817000,5937000,6731,120000,2050.0,2050.0,0.0,0.0,0,4,5,0.0,91,10,512.5,4,9604.0,3314.0,15047.0,59,956
20201104_094551_024882_1.wav,41905000,42025000,3871,120000,9706.0,8974.0,0.0,0.0754172676694828,2,28,13,732.0,15,4,323.53333333333336,30,0.0,1811.0,1843.0,11,0
20221018_135301_043300_4.wav,6837000,6957000,7201,120000,1624.0,418.0,0.0,0.7426108374384236,2,1,0,1206.0,0,0,541.3333333333334,3,0.0,0.0,0.0,0,0
20230308_093128_024882_2.wav,14868000,14988000,6761,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20230131_124242_043302_2.wav,2072000,2192000,7251,120000,22997.0,19167.0,0.0,0.16654346219072053,2,18,4,3830.0,35,9,1149.85,20,10540.0,4190.0,876.0,2,1082
20210318_114924_043305_2.wav,5817000,5937000,5181,120000,656.0,656.0,0.0,0.0,0,1,2,0.0,174,10,656.0,1,12855.0,2853.0,42172.0,118,177
20180530_181655_022873.wav,39778000,39898000,3321,120000,22304.0,19927.0,0.0,0.10657281205164992,3,13,19,2377.0,115,76,1394.0,16,15908.0,18412.0,0.0,0,3065
20210414_211244_024882_1.wav,18264000,18384000,5371,120000,21721.0,17274.0,0.0,0.07402841061377646,1,29,25,1381.0,192,19,638.8529411764706,34,35562.0,5844.0,21674.0,75,5393
20210127_103244_024879_1.wav,45308000,45428000,5461,120000,536.0,536.0,0.0,0.0,0,2,0,0.0,2,0,268.0,2,0.0,0.0,717.0,2,0
20231025_115855_045737_2.wav,7296000,7416000,6731,120000,17831.0,5575.0,0.0,0.687342269081936,15,14,18,12256.0,103,2,614.8620689655172,29,10308.0,783.0,16624.0,73,2201
20220728_144904_024880_2.wav,16289000,16409000,7101,120000,0.0,0.0,0.0,,0,0,0,0.0,214,212,,0,975.0,57920.0,0.0,0,0
20190828_145547_024884_2.wav,6837000,6957000,5061,120000,32011.0,21620.0,0.0,0.324607166286589,8,18,38,10391.0,246,241,1231.1923076923076,26,0.0,54228.0,1289.0,5,2423
20230328_132555_045737_1.wav,7296000,7416000,6451,120000,2314.0,2314.0,0.0,0.0,0,3,3,0.0,86,59,771.3333333333334,3,0.0,20442.0,9948.0,27,0
20190307_114201_025481.wav,39778000,39898000,3891,120000,12568.0,10184.0,0.0,0.18968809675366008,2,22,12,2384.0,68,5,523.6666666666666,24,16773.0,2316.0,7313.0,28,328
20210504_102146_025480_2.wav,7296000,7416000,6261,120000,18062.0,18062.0,0.0,0.0,0,13,1,0.0,28,9,1389.3846153846155,13,9268.0,2072.0,0.0,0,0
20190618_135122_024883.wav,45308000,45428000,5011,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20221129_154915_045733_1.wav,7296000,7416000,6641,120000,21429.0,13847.0,3914.0,0.20942049671709964,2,14,17,3668.0,119,108,1190.5,18,0.0,35413.0,3325.0,11,3209
20220731_113759_045737_2.wav,6620000,6740000,7131,120000,22405.0,6332.0,0.0,0.7173845123856282,17,10,23,16073.0,133,55,829.8148148148148,27,5778.0,19416.0,22195.0,69,2480
20220513_113018_024879_2.wav,18710000,18830000,6371,120000,35732.0,33639.0,0.0,0.05857494682637412,1,25,7,2093.0,27,3,1374.3076923076924,26,1485.0,1624.0,4392.0,21,274
20231025_115855_045737_2.wav,1639000,1759000,6731,120000,2526.0,0.0,0.0,1.0,2,0,0,2526.0,0,0,1263.0,2,0.0,0.0,0.0,0,0
20200312_145204_022874.wav,18710000,18830000,3931,120000,6574.0,6574.0,0.0,0.0,0,6,4,0.0,30,21,1095.6666666666667,6,0.0,5387.0,3845.0,9,1670
20220731_113759_045737_2.wav,28611000,28731000,7131,120000,31055.0,24524.0,1932.0,0.1579164234453868,3,21,24,4599.0,75,58,1242.2,25,9348.0,20990.0,0.0,0,2502
20221018_135301_043300_4.wav,1639000,1759000,7201,120000,8449.0,479.0,0.0,0.9433069002248787,7,1,5,7970.0,70,70,1056.125,8,0.0,27520.0,0.0,0,1073
20180906_131431_024882.wav,45308000,45428000,3591,120000,1594.0,1386.0,0.0,0.13048933500627352,1,5,1,208.0,42,0,265.6666666666667,6,1216.0,0.0,8222.0,39,0
20200414_125938_024878_2.wav,7296000,7416000,4011,120000,397.0,397.0,0.0,0.0,0,1,2,0.0,62,36,397.0,1,7825.0,13778.0,1809.0,8,0
20220711_142955_024883_2.wav,16289000,16409000,7011,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20230131_124242_043302_2.wav,15408000,15528000,7251,120000,2020.0,180.0,0.0,0.9108910891089109,1,1,2,1840.0,21,21,1010.0,2,0.0,6799.0,0.0,0,0
20230308_094400_045733_2.wav,14868000,14988000,7121,120000,218.0,218.0,0.0,0.0,0,1,1,0.0,11,8,218.0,1,0.0,2032.0,652.0,3,0
20230321_124603_024879_1.wav,41905000,42025000,7291,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20231025_115855_045737_2.wav,16289000,16409000,6731,120000,75519.0,14544.0,2711.0,0.04692005242463958,1,13,33,716.0,66,66,1887.975,40,0.0,23519.0,0.0,0,7992
20220829_105740_024880_2.wav,9384000,9504000,7171,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20231025_115855_045737_2.wav,2072000,2192000,6731,120000,10901.0,9159.0,0.0,0.15980185304100541,1,9,0,1742.0,0,0,1090.1,10,0.0,0.0,0.0,0,0
20230321_124603_024879_1.wav,14868000,14988000,7291,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20211103_114626_022870_1.wav,9384000,9504000,6382,120000,458.0,458.0,0.0,0.0,0,1,1,0.0,102,38,458.0,1,0.0,9438.0,12455.0,64,866
20190618_135122_024883.wav,49860000,49980000,5011,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20230131_124242_043302_2.wav,9384000,9504000,7251,120000,8340.0,2506.0,0.0,0.6995203836930456,6,4,16,5834.0,72,72,834.0,10,0.0,21472.0,0.0,0,0
20190307_114201_025481.wav,2072000,2192000,3891,120000,7807.0,3386.0,0.0,0.5662866658127321,6,3,1,4421.0,73,4,867.4444444444445,9,31782.0,1711.0,0.0,0,557
20191004_125707_025480_2.wav,13335000,13455000,4001,120000,2896.0,1370.0,0.0,0.5269337016574586,2,5,5,1526.0,61,61,413.7142857142857,7,0.0,14756.0,0.0,0,0
20220805_082527_043300_2.wav,2072000,2192000,6981,120000,14363.0,14363.0,0.0,0.0,0,27,25,0.0,105,105,531.9629629629629,27,0.0,27858.0,0.0,0,1832
20210318_114509_043298.wav,36581000,36701000,5961,120000,0.0,0.0,0.0,,0,0,0,0.0,143,1,,0,407.0,415.0,40191.0,141,16
20221018_135301_043300_4.wav,16289000,16409000,7201,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20180809_181624_025481.wav,36581000,36701000,2781,120000,22771.0,19853.0,0.0,0.1281454481577445,5,21,17,2918.0,161,61,875.8076923076923,26,33650.0,14224.0,1885.0,6,3603
20210318_114509_043298.wav,7296000,7416000,5961,120000,2668.0,2668.0,0.0,0.0,0,7,0,0.0,0,0,381.14285714285717,7,0.0,0.0,0.0,0,0
20220711_142955_024883_2.wav,9384000,9504000,7011,120000,6733.0,3341.0,0.0,0.5037873162037725,3,3,1,3392.0,4,4,1122.1666666666667,6,0.0,1402.0,0.0,0,0
20210318_114509_043298.wav,14868000,14988000,5961,120000,716.0,366.0,0.0,0.4888268156424581,1,1,0,350.0,7,7,358.0,2,0.0,1922.0,0.0,0,0
20230228_124411_043305_2.wav,9384000,9504000,7141,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20210318_114924_043305_2.wav,1639000,1759000,5181,120000,2404.0,1337.0,0.0,0.44384359400998336,2,1,2,1067.0,2,0,801.3333333333334,3,0.0,0.0,902.0,2,0
20230308_093128_024882_2.wav,2202000,2322000,6761,120000,16314.0,16314.0,0.0,0.0,0,12,9,0.0,21,1,1359.5,12,0.0,639.0,5536.0,20,2444
20231025_115855_045737_2.wav,6837000,6957000,6731,120000,6500.0,5098.0,0.0,0.21569230769230768,2,7,1,1402.0,85,2,722.2222222222222,9,12266.0,1449.0,16468.0,61,252
20230208_103250_043299_1.wav,14868000,14988000,7261,120000,17263.0,17263.0,0.0,0.0,0,27,6,0.0,8,8,639.3703703703703,27,0.0,2567.0,0.0,0,1187
20200414_130512_024879_2.wav,36581000,36701000,3941,120000,14270.0,12263.0,0.0,0.1406447091800981,1,11,8,2007.0,184,75,1189.1666666666667,12,15100.0,15572.0,14731.0,64,177
20181218_132113_024879.wav,18264000,18384000,3131,120000,17994.0,17994.0,0.0,0.0,0,37,29,0.0,97,66,486.3243243243243,37,13105.0,19639.0,0.0,0,4103
20220712_113417_045737_3.wav,16289000,16409000,7061,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20190307_091344_022872.wav,14868000,14988000,3951,120000,10518.0,7454.0,0.0,0.29131013500665526,7,11,10,3064.0,86,43,584.3333333333334,18,12580.0,10656.0,0.0,0,0
20210127_103244_024879_1.wav,16289000,16409000,5461,120000,0.0,0.0,0.0,,0,0,0,0.0,200,200,,0,0.0,80437.0,0.0,0,0
20210624_093317_024883_2.wav,18264000,18384000,5851,120000,0.0,0.0,0.0,,0,0,0,0.0,1,0,,0,923.0,0.0,0.0,0,0
20230308_094400_045733_2.wav,36581000,36701000,7121,120000,190.0,190.0,0.0,0.0,0,2,0,0.0,0,0,95.0,2,0.0,0.0,0.0,0,0
20220720_091357_024879_1.wav,5817000,5937000,7051,120000,40981.0,12362.0,0.0,0.6983480149337498,24,17,15,28619.0,59,0,999.5365853658536,41,0.0,0.0,12947.0,59,490
20211019_120823_045733_2.wav,9384000,9504000,6461,120000,3208.0,3208.0,0.0,0.0,0,3,0,0.0,2,2,1069.3333333333333,3,0.0,1237.0,0.0,0,0
20230405_090552_045738_2.wav,49225000,49345000,7281,120000,15656.0,6928.0,0.0,0.5574859478794073,7,15,18,8728.0,109,56,711.6363636363636,22,18240.0,23485.0,5464.0,14,2303
20230425_114841_045738_2.wav,6837000,6957000,6212,120000,10555.0,9097.0,0.0,0.13813358597820938,3,17,18,1458.0,71,63,527.75,20,0.0,21197.0,2618.0,8,1182
20211022_110857_045737_2.wav,48958000,49078000,6161,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20220728_144904_024880_2.wav,18264000,18384000,7101,120000,1397.0,330.0,0.0,0.7637795275590551,1,1,1,1067.0,38,35,698.5,2,2510.0,9101.0,0.0,0,0
20181218_132113_024879.wav,1639000,1759000,3131,120000,13369.0,9727.0,0.0,0.2724212730944723,4,19,26,3642.0,167,79,581.2608695652174,23,21264.0,30003.0,10332.0,31,8634
20191004_125707_025480_2.wav,3648000,3768000,4001,120000,7563.0,7320.0,0.0,0.032130107100357,1,6,5,243.0,130,58,1080.4285714285713,7,18571.0,12155.0,0.0,0,461
20200414_125938_024878_2.wav,14868000,14988000,4011,120000,0.0,0.0,0.0,,0,0,0,0.0,3,3,,0,0.0,866.0,0.0,0,0
20230301_083834_024880_2.wav,18264000,18384000,6921,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20220731_113759_045737_2.wav,2072000,2192000,7131,120000,12973.0,12973.0,0.0,0.0,0,13,1,0.0,2,2,997.9230769230769,13,0.0,618.0,0.0,0,0
20190307_114201_025481.wav,9384000,9504000,3891,120000,2294.0,245.0,0.0,0.8931996512641673,6,1,0,2049.0,80,24,327.7142857142857,7,18550.0,7572.0,0.0,0,544
20220829_105740_024880_2.wav,1639000,1759000,7171,120000,6353.0,6353.0,0.0,0.0,0,7,6,0.0,78,55,907.5714285714286,7,0.0,11522.0,6601.0,23,981
20181218_132113_024879.wav,14868000,14988000,3131,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20230308_093128_024882_2.wav,7296000,7416000,6761,120000,0.0,0.0,0.0,,0,0,0,0.0,157,139,,0,0.0,52262.0,6912.0,18,10
20180809_181624_025481.wav,28611000,28731000,2781,120000,1241.0,752.0,0.0,0.39403706688154716,1,1,1,489.0,55,45,620.5,2,4846.0,14845.0,0.0,0,0
20201210_142957_025480_2.wav,5817000,5937000,5901,120000,0.0,0.0,0.0,,0,0,0,0.0,50,50,,0,0.0,18025.0,0.0,0,0
20210318_114924_043305_2.wav,14868000,14988000,5181,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20201104_094551_024882_1.wav,18264000,18384000,3871,120000,1758.0,1758.0,0.0,0.0,0,5,2,0.0,66,48,351.6,5,5397.0,12941.0,0.0,0,0
20220712_113417_045737_3.wav,18264000,18384000,7061,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20200312_145204_022874.wav,4812000,4932000,3931,120000,15258.0,13900.0,0.0,0.08900249049678857,2,14,23,1358.0,130,130,953.625,16,0.0,38254.0,0.0,0,1296
20210624_093317_024883_2.wav,9384000,9504000,5851,120000,11278.0,11278.0,0.0,0.0,0,16,11,0.0,109,109,704.875,16,0.0,30661.0,0.0,0,688
20230425_114841_045738_2.wav,2202000,2322000,6212,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20190819_210318_025481_2.wav,1639000,1759000,3362,120000,32788.0,18851.0,0.0,0.42506404782237406,12,18,20,13937.0,47,45,1092.9333333333334,30,696.0,16378.0,0.0,0,3081
20220829_105740_024880_2.wav,28611000,28731000,7171,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20220805_082527_043300_2.wav,39778000,39898000,6981,120000,397.0,397.0,0.0,0.0,0,1,2,0.0,81,61,397.0,1,629.0,28994.0,7903.0,18,1377
20220711_142955_024883_2.wav,7296000,7416000,7011,120000,14109.0,9490.0,0.0,0.3273796867247856,5,12,0,4619.0,0,0,829.9411764705883,17,0.0,0.0,0.0,0,0
20220712_113417_045737_3.wav,41905000,42025000,7061,120000,940.0,940.0,0.0,0.0,0,1,0,0.0,0,0,940.0,1,0.0,0.0,0.0,0,0
20230308_094400_045733_2.wav,18264000,18384000,7121,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20180808_110630_024879.wav,16289000,16409000,3501,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20220720_091357_024879_1.wav,39778000,39898000,7051,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20230328_132555_045737_1.wav,9384000,9504000,6451,120000,6408.0,4414.0,757.0,0.0,0,9,11,0.0,80,32,582.5454545454545,11,0.0,9586.0,18629.0,48,140
20180530_181655_022873.wav,14868000,14988000,3321,120000,24523.0,22961.0,0.0,0.06369530644700894,3,33,9,1562.0,94,66,681.1944444444445,36,11144.0,14800.0,0.0,0,500
20180530_181655_022873.wav,7296000,7416000,3321,120000,4743.0,2599.0,0.0,0.45203457727176893,1,4,6,2144.0,94,57,948.6,5,21892.0,15986.0,0.0,0,1302
20220720_091357_024879_1.wav,18264000,18384000,7051,120000,26387.0,12881.0,0.0,0.5118429529692652,13,14,34,13506.0,228,215,977.2962962962963,27,0.0,62785.0,4920.0,13,2414
20190618_135122_024883.wav,16289000,16409000,5011,120000,0.0,0.0,0.0,,0,0,0,0.0,7,7,,0,0.0,3679.0,0.0,0,0
20220731_113759_045737_2.wav,5817000,5937000,7131,120000,1571.0,1571.0,0.0,0.0,0,5,6,0.0,267,267,314.2,5,0.0,72845.0,0.0,0,171
20201104_094551_024882_1.wav,16289000,16409000,3871,120000,3412.0,3412.0,0.0,0.0,0,16,11,0.0,77,61,213.25,16,7094.0,13423.0,0.0,0,962
20210318_114924_043305_2.wav,6837000,6957000,5181,120000,7279.0,7279.0,0.0,0.0,0,9,10,0.0,100,5,808.7777777777778,9,7303.0,1691.0,29015.0,76,257
20210414_211244_024882_1.wav,49860000,49980000,5371,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20210318_114924_043305_2.wav,2072000,2192000,5181,120000,240.0,240.0,0.0,0.0,0,1,1,0.0,13,0,240.0,1,0.0,0.0,2307.0,13,0
20231025_115855_045737_2.wav,15408000,15528000,6731,120000,6804.0,422.0,0.0,0.9333333333333333,6,1,15,5908.0,222,112,850.5,8,5980.0,31685.0,25395.0,94,893
20201104_094551_024882_1.wav,48958000,49078000,3871,120000,7557.0,5439.0,0.0,0.28026994839221914,3,17,16,2118.0,72,64,377.85,20,1794.0,18623.0,2300.0,5,634
20230328_132555_045737_1.wav,18264000,18384000,6451,120000,1428.0,1428.0,0.0,0.0,0,2,0,0.0,0,0,714.0,2,0.0,0.0,0.0,0,0
20220513_113018_024879_2.wav,8264000,8384000,6371,120000,0.0,0.0,0.0,,0,0,0,0.0,0,0,,0,0.0,0.0,0.0,0,0
20220731_113759_045737_2.wav,41905000,42025000,7131,120000,23870.0,14402.0,1877.0,0.3080286359486859,6,23,24,6411.0,92,65,770.0,31,4567.0,14480.0,4473.0,12,1541
20181218_132113_024879.wav,36581000,36701000,3131,120000,3201.0,1274.0,0.0,0.6019993751952515,3,5,3,1927.0,15,9,400.125,8,0.0,2335.0,1488.0,6,351
20230131_124242_043302_2.wav,5817000,5937000,7251,120000,1384.0,0.0,0.0,1.0,2,0,3,1384.0,62,50,692.0,2,0.0,18147.0,3562.0,12,0
20210504_102146_025480_2.wav,39778000,39898000,6261,120000,2448.0,2448.0,0.0,0.0,0,3,4,0.0,124,91,816.0,3,13535.0,22675.0,0.0,0,1900
